id,Age,AnnualIncome,ExperienceYears,EducationLevel,EmploymentStatus,TrainingHours,CertificationsCompleted,PolicySales,CustomerInteractions,LeadConversions,ClientRetentionRate,CustomerFeedbackScore,Region,WorkHoursPerWeek,CommissionEarned,PolicyTypesSold,AverageResponseTime,CompetitorExperience,CompanyTrainingParticipation,ConfidenceScore
739,26,67926,16,High School,Employed,122,6,148,341,159,0.91,0.879,East,47,11823,3,5.84,1,0,High
740,50,115214,25,Master,Employed,62,5,165,100,55,0.93,0.435,South,51,9919,1,2.42,0,0,High
741,25,112750,38,High School,Employed,179,7,163,341,114,0.82,0.356,West,56,4864,3,4.92,0,1,Low
742,31,63599,10,Doctorate,Employed,156,7,13,160,64,0.78,0.37,North,23,10292,4,6.86,1,1,High
743,38,123345,5,Master,Employed,15,7,160,781,227,0.67,0.665,South,35,15290,4,2.09,1,1,High
744,31,134490,8,Doctorate,Employed,144,7,22,549,10,0.95,0.432,East,28,9089,3,4.71,1,1,Low
745,38,118330,33,High School,Unemployed,180,9,71,337,116,0.8,0.51,North,41,6010,2,9.86,0,0,Low
746,41,47593,37,Master,Unemployed,89,5,165,797,209,0.53,0.467,West,45,7800,1,7.13,0,0,High
747,45,85334,1,Master,Unemployed,45,8,46,255,288,0.83,0.446,North,21,8573,4,3.08,1,1,Low
748,26,119400,31,Master,Employed,105,4,63,469,148,0.61,0.248,North,30,4053,2,5.15,1,0,High
749,55,134865,7,Doctorate,Employed,48,3,174,724,21,0.57,0.933,West,34,8011,4,2.79,1,1,High
750,27,140749,23,Bachelor,Unemployed,52,6,0,684,178,0.99,0.222,South,56,10760,3,9.62,1,1,Low
751,23,84893,24,Bachelor,Unemployed,174,2,41,407,253,0.95,0.632,West,47,15114,1,5.56,1,1,High
752,34,67636,14,Bachelor,Unemployed,165,7,67,177,14,0.86,0.154,East,39,13762,4,2.81,0,0,Low
753,64,94225,23,Master,Employed,59,7,24,352,163,0.79,0.263,East,22,18360,3,5.86,0,0,Low
754,64,65363,9,High School,Unemployed,48,4,115,365,63,0.69,0.395,East,24,13939,3,2.03,0,0,Low
755,32,80959,8,High School,Unemployed,139,9,111,561,238,0.66,0.277,South,44,10408,1,1.86,0,1,High
756,44,105223,8,Bachelor,Unemployed,134,7,184,439,138,0.67,0.445,East,56,4215,4,1.62,0,1,High
757,37,110917,3,High School,Employed,174,2,179,957,181,0.73,0.724,East,23,14351,2,4.15,0,1,High
758,52,123629,32,High School,Unemployed,110,2,134,984,153,0.67,0.683,South,31,16016,4,9.09,1,1,High
759,32,114125,4,Master,Employed,124,3,134,165,157,0.61,0.595,West,47,5908,3,1.43,1,1,High
760,37,26120,38,High School,Unemployed,28,8,183,239,40,0.96,0.373,South,24,1537,2,9.77,1,1,High
761,29,41491,2,Bachelor,Unemployed,78,4,166,412,111,0.88,0.861,West,58,15397,2,1.68,0,0,High
762,25,68638,9,Master,Unemployed,53,5,197,554,166,0.82,0.873,North,41,5930,4,2.46,1,0,Low
763,61,64062,1,Bachelor,Employed,150,3,82,226,18,0.72,0.298,East,34,2304,4,2.21,0,1,High
764,25,30193,11,High School,Employed,159,8,185,61,53,0.9,0.971,North,39,3988,3,3.47,1,1,Low
765,46,114144,29,Bachelor,Unemployed,144,3,150,633,80,0.58,0.248,West,29,14399,1,9.7,1,0,Low
766,24,40213,26,Master,Employed,139,2,117,670,88,0.57,0.333,North,55,18059,2,2.17,1,0,High
767,53,148214,27,Doctorate,Employed,71,1,137,899,64,0.98,0.755,North,41,6915,4,9.79,1,0,High
768,24,138915,38,High School,Unemployed,98,2,107,420,165,0.97,0.75,South,26,19609,2,8.48,0,1,High
769,48,104766,29,Doctorate,Employed,142,0,199,707,166,0.83,0.313,North,56,1726,4,6.86,0,0,High
770,50,108959,33,High School,Unemployed,157,7,163,891,254,0.73,0.567,North,59,16774,2,7.32,1,0,High
771,53,42187,28,Bachelor,Unemployed,135,0,198,247,292,0.94,0.124,South,25,19484,1,4.07,0,1,High
772,40,35040,31,Master,Employed,63,5,118,822,238,0.87,0.618,West,43,5253,2,1.67,0,1,High
773,42,91302,19,Bachelor,Unemployed,85,1,130,158,289,0.88,0.932,East,53,11477,2,7.11,0,0,High
774,26,54949,26,Master,Unemployed,173,2,71,136,130,0.83,0.259,North,40,5589,3,2.56,1,1,High
775,39,137000,29,High School,Employed,153,8,76,138,245,0.96,0.113,South,56,13315,3,7.9,1,1,High
776,49,28527,11,Master,Employed,66,8,140,824,203,0.66,0.802,East,53,10383,1,3.52,0,1,High
777,63,141994,32,Doctorate,Employed,73,5,175,860,146,0.63,0.95,North,21,15365,4,5.07,1,1,High
778,43,101557,21,Master,Employed,147,6,111,938,11,0.79,0.348,North,32,4618,4,3.04,1,1,High
779,42,108408,38,Doctorate,Employed,108,4,65,350,165,0.68,0.899,West,41,15738,3,7.54,0,1,High
780,27,127433,34,High School,Employed,111,6,130,758,26,0.53,0.51,East,51,3935,1,5.9,0,0,Low
781,22,102294,22,Doctorate,Employed,108,5,62,848,274,0.98,0.812,West,59,5402,4,7.11,0,1,High
782,26,43757,27,Master,Unemployed,60,4,14,431,133,0.95,0.371,North,54,3511,2,7.23,0,0,High
783,62,50412,8,Master,Unemployed,36,2,129,708,45,0.51,0.936,West,29,5100,3,9.78,1,1,Low
784,33,142997,31,Bachelor,Unemployed,144,1,188,676,33,0.93,0.165,North,37,7331,1,5.76,0,0,High
785,47,146522,1,Bachelor,Unemployed,100,4,186,533,49,0.76,0.89,East,41,16956,3,2.95,1,0,Low
786,55,39312,39,Bachelor,Unemployed,50,7,144,605,140,0.75,0.402,East,56,5931,1,1.56,0,1,High
787,35,47119,34,High School,Unemployed,127,4,10,163,138,0.58,0.104,East,47,4002,4,9.02,1,1,Low
788,47,36804,24,Master,Employed,135,2,4,340,240,0.6,0.368,West,31,12684,3,1.51,0,0,High
789,48,78986,28,Doctorate,Unemployed,106,9,69,732,283,0.64,0.83,North,35,2710,1,5.95,0,1,Low
790,30,71545,4,High School,Employed,130,2,66,298,64,0.78,0.186,West,57,15282,1,3.25,1,1,High
791,47,101519,18,Doctorate,Employed,150,4,22,177,18,0.74,0.698,East,50,15342,1,9.17,1,1,High
792,43,54999,29,Bachelor,Unemployed,126,8,95,634,287,0.64,0.869,North,59,1818,1,5.81,0,1,High
793,51,121093,23,High School,Employed,75,7,62,941,199,0.9,0.378,East,57,6935,1,5.53,1,1,High
794,64,64758,37,Bachelor,Employed,140,6,131,777,144,0.68,0.495,East,30,11490,2,5.24,0,0,Low
795,38,119324,27,High School,Employed,20,4,28,195,111,0.6,0.111,West,23,7144,1,7.45,0,0,High
796,47,122486,16,Doctorate,Unemployed,142,8,144,878,172,0.71,0.296,West,26,17189,1,1.26,0,0,High
797,57,94519,27,High School,Employed,69,1,162,733,69,0.85,0.278,East,26,10049,1,6.32,1,0,High
798,22,28768,9,Master,Unemployed,139,5,175,890,21,0.66,0.853,East,43,18809,1,4.73,0,1,High
799,29,26504,5,Bachelor,Employed,101,6,84,230,127,0.66,0.903,South,32,12652,4,3.64,1,0,Low
800,56,146481,8,Bachelor,Unemployed,86,6,86,873,150,0.56,0.584,East,36,2485,3,8.07,1,1,High
801,36,92986,18,High School,Employed,113,3,47,151,14,0.55,0.624,North,53,5132,2,2.28,1,1,Low
802,43,101772,35,Doctorate,Unemployed,73,1,52,851,277,0.65,0.16,North,40,3554,2,9.04,0,1,High
803,35,141721,6,Bachelor,Unemployed,150,0,192,722,154,0.86,0.6,North,53,4004,1,2.04,0,0,Low
804,47,33002,23,Doctorate,Unemployed,63,0,116,821,274,0.77,0.331,West,28,3628,2,4.71,1,0,Low
805,49,100427,26,High School,Unemployed,149,2,0,773,45,0.91,0.444,West,39,17925,3,1.28,1,1,High
806,44,63787,39,High School,Unemployed,155,6,134,456,268,0.86,0.522,West,37,4705,1,2.84,0,0,Low
807,35,38898,24,High School,Unemployed,27,4,76,355,255,0.82,0.626,East,29,3625,1,2.49,0,1,High
808,45,35472,10,High School,Employed,154,6,117,981,47,0.57,0.562,West,42,2711,1,5.28,1,0,High
809,23,105800,15,Doctorate,Unemployed,176,8,83,779,127,0.96,0.212,South,49,14614,3,3.56,1,1,High
810,47,108227,38,High School,Employed,95,7,197,732,46,0.51,0.539,North,22,18086,2,1.76,0,0,High
811,35,134023,20,Master,Unemployed,150,0,29,344,43,0.98,0.35,West,57,13219,2,8.39,0,1,High
812,28,57632,29,Doctorate,Employed,54,3,112,988,70,0.9,0.888,South,36,3315,1,2.19,0,1,High
813,24,58743,6,Master,Unemployed,137,4,115,81,68,0.63,0.246,West,38,18210,3,9.95,1,0,Low
814,44,133552,9,Master,Employed,111,6,69,289,193,0.99,0.688,East,40,2471,4,1.45,1,0,Low
815,64,103538,5,Bachelor,Employed,126,7,97,164,170,0.72,0.822,West,41,11437,3,7.4,1,1,Low
816,39,137517,39,Bachelor,Unemployed,156,7,98,909,263,0.9,0.173,East,37,18761,1,7.43,0,1,High
817,59,68386,19,Doctorate,Unemployed,156,3,83,137,141,0.97,0.601,East,34,15759,3,4.15,0,1,Low
818,56,118786,5,Master,Unemployed,30,6,165,574,113,0.75,0.313,East,23,7925,4,8.57,1,0,High
819,36,68388,20,Doctorate,Employed,33,1,157,402,47,0.81,0.266,West,50,6908,3,2.99,1,0,High
820,46,46323,11,Master,Employed,167,8,96,61,113,0.83,0.315,East,24,11436,1,7.71,0,0,Low
821,58,94269,27,Doctorate,Unemployed,57,5,53,466,36,0.79,0.403,North,45,2622,3,8.92,1,0,Low
822,49,66319,29,Bachelor,Employed,172,3,87,686,72,0.59,0.854,North,43,16018,2,1.7,1,0,High
823,31,92759,7,Master,Unemployed,119,5,143,191,107,0.65,0.38,East,29,10176,4,4.63,0,1,High
824,60,41868,3,Doctorate,Employed,68,6,103,62,139,0.55,0.988,South,52,16996,1,9.59,0,0,High
825,38,124732,5,Bachelor,Unemployed,26,9,15,737,177,0.72,0.108,West,26,7021,1,5.02,1,0,High
826,60,27080,13,High School,Employed,57,7,26,110,68,0.59,0.84,South,49,14714,1,6.39,1,0,High
827,43,38776,16,Master,Employed,64,3,99,368,205,0.59,0.237,North,21,16734,3,8.95,1,0,Low
828,47,91231,12,Master,Unemployed,146,8,21,726,251,0.56,0.794,North,47,12936,3,8.03,1,1,High
829,46,80452,39,High School,Unemployed,86,5,142,396,178,0.71,0.67,South,43,13669,4,3.74,1,1,High
830,38,78812,27,Master,Employed,23,0,45,693,7,0.55,0.633,East,47,3941,3,7.38,1,0,Low
831,34,88271,33,High School,Unemployed,163,2,128,757,96,0.86,0.29,South,46,8256,2,7.0,1,0,Low
832,41,123505,15,Bachelor,Unemployed,189,0,155,281,216,0.95,0.735,West,50,18503,2,8.74,1,0,High
833,46,102585,21,Bachelor,Employed,94,5,160,234,174,0.66,0.547,North,33,1441,4,5.8,1,1,High
834,25,83542,17,Doctorate,Unemployed,53,5,99,416,34,0.92,0.93,South,49,6696,2,7.16,0,0,High
835,31,149147,37,Master,Unemployed,148,6,142,879,291,0.79,0.294,South,51,11898,2,5.47,1,0,High
836,24,40628,15,Doctorate,Unemployed,60,0,56,321,173,0.7,0.88,South,53,2011,1,7.77,1,0,High
837,62,33265,20,Bachelor,Unemployed,179,0,69,88,26,0.91,0.769,North,29,9008,2,5.44,0,0,Low
838,39,49671,19,High School,Employed,199,4,195,880,77,0.89,0.185,West,54,17538,2,1.38,1,0,High
839,57,37460,1,Doctorate,Unemployed,172,4,185,921,13,0.97,0.578,South,58,2010,2,5.35,0,1,High
840,43,28477,4,Master,Employed,73,0,19,643,163,0.97,0.728,North,56,4889,3,9.95,0,0,High
841,55,27202,3,Doctorate,Unemployed,104,6,3,833,148,0.85,0.173,North,48,1239,3,5.82,0,0,High
842,29,138846,8,Master,Employed,155,6,9,736,295,0.96,0.43,West,29,5619,4,1.2,0,1,High
843,61,114410,5,Doctorate,Employed,151,5,6,528,242,0.53,0.783,East,35,3461,2,4.39,0,0,Low
844,40,137928,9,Bachelor,Employed,129,6,56,267,122,0.59,0.498,South,30,4806,2,2.33,1,0,High
845,63,131753,1,High School,Unemployed,58,5,133,72,184,0.65,0.289,South,51,13313,1,5.82,0,0,High
846,62,36850,30,High School,Unemployed,154,9,54,997,191,0.9,0.24,East,52,14417,2,4.37,0,1,Low
847,58,129621,7,High School,Unemployed,158,1,158,681,145,0.52,0.845,North,30,8428,1,6.01,0,1,High
848,27,45809,22,Doctorate,Unemployed,151,4,63,427,224,0.88,0.16,North,55,12551,1,9.42,0,1,High
849,47,95886,20,Master,Employed,12,6,163,425,183,0.84,0.209,South,20,17432,1,1.02,1,1,Low
850,55,27806,29,Doctorate,Unemployed,168,1,90,673,63,0.94,0.853,South,28,2496,2,7.13,0,1,High
851,27,32163,27,Master,Unemployed,56,4,12,161,132,0.52,0.704,West,20,1333,2,5.46,0,0,Low
852,58,119368,25,High School,Unemployed,181,2,74,755,75,0.81,0.312,West,55,8100,1,9.28,1,0,High
853,54,25185,35,Bachelor,Employed,26,8,116,362,221,0.55,0.249,East,46,15403,3,1.14,1,1,High
854,43,131374,27,Bachelor,Unemployed,90,9,72,215,69,0.53,0.201,West,28,2160,1,6.6,0,1,Low
855,42,49718,11,Master,Employed,193,0,199,566,54,0.97,0.144,South,45,10257,3,9.83,0,0,High
856,27,102081,17,Doctorate,Unemployed,36,6,188,864,295,0.61,0.29,South,47,2423,1,6.63,1,1,High
857,27,81202,31,Doctorate,Employed,80,9,9,959,35,0.59,0.791,West,57,12885,4,3.68,0,1,Low
858,25,50215,18,Master,Employed,99,3,193,257,64,0.94,0.653,East,28,16986,3,2.95,0,1,High
859,51,53325,19,Bachelor,Unemployed,139,4,151,97,276,0.66,0.747,West,33,19806,2,8.99,0,0,Low
860,32,43458,38,Doctorate,Employed,89,0,98,602,297,0.92,0.976,West,48,2002,1,5.8,0,0,High
861,51,147342,29,Bachelor,Unemployed,199,4,161,228,29,0.84,0.484,North,24,19345,1,3.76,1,1,High
862,52,41006,15,Master,Unemployed,118,7,177,86,32,0.59,0.933,West,24,5172,3,9.07,1,0,Low
863,45,119080,7,Master,Unemployed,96,5,74,198,102,0.76,0.169,West,45,12327,1,5.72,0,0,Low
864,30,57969,37,High School,Employed,15,1,115,441,281,0.83,0.809,North,32,10337,3,6.32,0,0,High
865,24,101820,37,Master,Employed,110,1,128,255,245,0.86,0.66,West,50,16897,3,7.58,1,0,Low
866,52,129014,7,High School,Employed,155,8,4,186,57,0.74,0.675,West,53,5911,4,5.86,0,1,Low
867,61,142853,22,Doctorate,Unemployed,64,0,154,445,77,0.68,0.102,West,53,6705,1,4.52,0,1,Low
868,58,52655,12,Bachelor,Unemployed,76,1,6,586,148,0.97,0.283,South,38,15067,1,2.59,1,0,High
869,57,119679,8,Bachelor,Unemployed,194,7,100,838,247,0.71,0.958,West,42,18347,4,5.48,1,1,High
870,45,106234,18,High School,Employed,156,5,0,223,18,0.85,0.686,North,59,13365,4,1.33,0,1,High
871,52,125406,28,High School,Employed,83,2,31,275,199,0.92,0.923,West,42,6417,2,9.83,1,0,High
872,27,34102,18,Doctorate,Unemployed,148,2,144,587,34,0.58,0.228,East,21,5377,2,5.6,1,1,High
873,23,92107,31,Bachelor,Employed,192,8,17,303,49,0.74,0.589,East,55,18490,2,8.36,1,1,Low
874,41,128429,17,Bachelor,Unemployed,105,1,67,167,119,0.78,0.328,South,22,14435,3,8.28,1,0,Low
875,49,130001,23,High School,Employed,174,9,48,885,135,0.79,0.972,West,38,3227,2,9.08,0,0,High
876,32,46553,11,Doctorate,Employed,95,4,12,202,213,0.57,0.79,North,49,5247,3,3.25,0,0,High
877,25,109079,15,Master,Employed,141,6,68,473,209,0.51,0.969,West,59,10572,4,1.85,0,0,Low
878,36,119437,30,Bachelor,Unemployed,22,5,149,209,65,0.83,0.13,East,58,18520,2,1.82,1,1,High
879,27,104570,31,High School,Employed,79,0,153,111,268,0.81,0.303,North,28,5321,3,2.73,0,1,Low
880,51,117656,6,High School,Employed,102,9,67,78,292,0.85,0.924,West,59,3523,3,4.59,0,0,Low
881,59,91865,12,High School,Unemployed,195,2,86,147,61,0.61,0.243,South,51,12574,2,5.06,0,0,High
882,23,143301,23,High School,Unemployed,139,4,132,68,74,0.67,0.705,North,59,3166,2,1.01,1,0,High
883,36,66420,39,High School,Employed,197,2,136,227,80,0.79,0.932,North,37,17238,3,4.32,1,0,High
884,32,50382,36,Doctorate,Unemployed,98,2,76,375,152,0.53,0.111,East,57,4903,2,8.75,0,1,High
885,29,94235,35,High School,Unemployed,169,4,61,709,113,0.6,0.582,North,43,7632,3,3.87,1,1,Low
886,47,63795,3,Master,Employed,72,7,72,658,177,0.94,0.647,North,37,19246,4,5.86,1,1,High
887,26,76425,28,High School,Unemployed,69,9,67,954,140,0.58,0.797,South,23,10782,2,8.48,1,1,High
888,27,82402,15,Master,Unemployed,163,7,77,391,293,0.58,0.798,East,25,6107,1,2.48,1,0,Low
889,47,87539,13,High School,Employed,159,7,1,339,12,0.86,0.595,South,55,10862,1,5.61,0,1,Low
890,25,101203,19,Bachelor,Employed,83,5,94,900,116,0.94,0.897,West,45,19005,1,1.81,1,0,High
891,40,128127,18,Master,Unemployed,141,8,177,681,70,0.99,0.337,South,28,15776,1,7.72,1,0,Low
892,41,132651,31,Bachelor,Unemployed,153,4,50,794,148,0.92,0.472,West,57,11947,2,7.01,0,0,High
893,54,48459,37,Bachelor,Unemployed,72,9,1,218,118,0.86,0.697,West,20,5105,4,3.25,1,0,High
894,41,74649,21,High School,Employed,179,6,168,342,111,0.94,0.825,East,42,1600,1,6.19,1,1,Low
895,33,97495,39,High School,Employed,170,0,63,117,233,0.75,0.403,West,28,15305,3,3.29,1,1,Low
896,22,120117,5,High School,Unemployed,150,3,171,758,143,0.65,0.411,South,47,5813,4,3.9,1,1,Low
897,47,71384,17,Doctorate,Unemployed,55,0,51,753,112,0.86,0.519,East,33,19390,4,7.32,1,0,Low
898,35,96746,19,Master,Employed,150,9,36,381,250,0.7,0.359,North,41,1275,2,7.82,1,1,High
899,59,103053,4,Bachelor,Employed,42,1,65,658,48,0.69,0.403,South,24,10490,2,2.41,0,0,High
900,58,81278,26,Bachelor,Unemployed,132,5,91,100,140,0.71,0.666,North,34,4376,4,7.99,0,0,Low
901,32,103156,24,Doctorate,Employed,23,0,183,108,74,0.81,0.298,East,34,3875,3,3.01,0,0,Low
902,57,61744,39,Master,Unemployed,17,8,22,688,128,0.95,0.564,South,54,3128,4,3.61,1,0,High
903,34,113340,38,Master,Unemployed,95,5,198,221,127,0.98,0.968,West,50,14573,3,8.71,1,1,High
904,64,55568,19,Bachelor,Employed,183,7,166,937,219,0.83,0.923,South,44,19859,1,7.07,1,1,High
905,24,42991,30,Doctorate,Unemployed,135,9,115,654,209,0.52,0.449,South,29,18809,1,8.61,0,0,High
906,54,33912,26,Master,Employed,138,9,85,527,24,0.7,0.337,West,57,11895,4,1.16,0,1,High
907,27,57527,11,Bachelor,Employed,68,7,59,142,53,0.56,0.992,North,54,13472,4,8.8,0,0,Low
908,31,121399,39,High School,Unemployed,69,1,55,734,147,0.78,0.295,North,54,18170,3,8.13,1,0,High
909,26,75426,3,Master,Unemployed,58,1,119,229,265,0.7,0.837,North,25,10099,4,3.22,0,1,High
910,44,135363,22,Doctorate,Employed,89,2,163,578,89,0.87,0.96,South,36,13319,4,9.68,0,1,High
911,31,123994,17,Doctorate,Employed,102,7,128,596,53,0.8,0.999,South,27,4031,2,5.45,1,0,High
912,23,45407,11,High School,Unemployed,70,7,97,62,242,0.59,0.49,North,56,19235,4,2.4,0,0,Low
913,34,146935,39,Doctorate,Unemployed,125,4,3,95,207,0.58,0.481,North,50,9138,4,9.9,1,1,High
914,61,37344,27,High School,Employed,32,1,40,981,203,0.55,0.705,East,26,7511,1,8.2,0,0,Low
915,23,126741,29,Bachelor,Unemployed,142,3,98,53,283,0.87,0.458,South,53,4159,4,4.58,0,1,High
916,41,27355,12,High School,Unemployed,94,3,180,878,30,0.67,0.312,East,36,2311,4,6.53,1,0,High
917,22,121429,13,Doctorate,Unemployed,129,6,158,242,192,0.72,0.374,West,56,10172,1,9.86,0,1,High
918,58,79733,11,Doctorate,Employed,137,3,160,535,257,0.71,0.176,West,25,9883,4,5.66,0,0,High
919,30,91285,31,High School,Employed,59,9,132,92,70,0.83,0.31,South,32,5682,1,6.71,1,0,High
920,38,109971,11,Bachelor,Employed,173,5,170,844,219,0.52,0.266,North,33,19171,1,4.81,1,1,High
921,30,70733,36,Bachelor,Unemployed,157,1,138,781,27,0.68,0.516,East,41,11216,4,9.41,0,0,High
922,32,81915,2,Doctorate,Unemployed,52,1,31,138,183,0.55,0.981,North,45,6096,2,9.15,0,0,High
923,36,77716,23,Bachelor,Unemployed,145,4,110,499,59,0.52,0.711,West,27,8039,3,9.69,1,1,Low
924,45,136151,36,Master,Employed,178,0,128,840,98,0.54,0.271,North,56,1069,2,3.1,0,0,Low
925,59,63526,14,Bachelor,Unemployed,34,1,42,356,177,0.71,0.917,West,31,8940,4,5.23,0,0,Low
926,56,43088,37,Doctorate,Employed,125,2,5,391,88,0.85,0.241,North,30,12633,1,6.98,0,1,Low
927,51,90377,27,High School,Unemployed,16,8,91,387,117,0.73,0.573,North,28,11899,1,8.13,0,1,Low
928,52,69405,12,Master,Employed,124,8,113,233,271,0.62,0.675,East,52,4289,1,9.6,1,0,Low
929,26,63842,29,Doctorate,Employed,95,6,10,869,227,0.83,0.426,South,38,11661,4,4.45,1,1,High
930,35,86788,6,Doctorate,Employed,198,4,168,103,220,0.6,0.818,East,29,1561,3,3.13,0,0,High
931,32,136682,23,Doctorate,Employed,170,1,26,193,62,0.69,0.221,East,57,10208,3,6.63,0,1,Low
932,30,76529,10,High School,Unemployed,47,1,188,273,83,0.98,0.574,East,22,7691,1,10.0,0,0,High
933,55,114939,34,High School,Employed,21,7,75,372,250,0.91,0.404,South,53,15639,1,2.54,0,0,High
934,33,137833,12,Bachelor,Employed,133,2,12,818,241,0.96,0.11,South,51,6538,1,2.12,0,1,High
935,56,128578,32,Doctorate,Unemployed,53,6,94,659,105,0.58,0.522,South,50,16233,3,9.56,0,1,High
936,56,77383,26,Master,Unemployed,62,5,34,542,26,0.81,0.46,North,44,16481,3,2.88,0,0,Low
937,22,137311,7,Master,Employed,23,5,24,971,286,0.65,0.262,South,50,8244,1,5.31,1,1,Low
938,61,64177,32,High School,Employed,101,2,35,921,181,0.91,0.442,North,46,5601,3,6.03,1,1,High
939,43,141903,33,Bachelor,Unemployed,61,5,148,493,266,0.73,0.251,East,52,16595,4,8.75,1,0,High
940,50,64056,18,Bachelor,Employed,189,3,111,543,26,0.87,0.497,West,34,7953,2,7.18,1,0,High
941,29,113249,35,Master,Employed,55,0,54,349,42,0.66,0.481,North,55,7848,3,5.42,0,1,Low
942,32,91421,20,High School,Unemployed,178,7,35,597,27,0.53,0.653,South,58,11915,3,7.36,0,0,High
943,62,58632,31,High School,Unemployed,139,8,155,58,68,0.88,0.348,South,40,15654,4,7.37,0,0,High
944,58,64685,5,High School,Unemployed,186,2,154,184,199,0.8,0.278,East,53,15580,2,6.83,1,1,Low
945,35,102222,32,Doctorate,Employed,109,0,139,592,24,0.93,0.743,South,38,14138,4,9.0,0,1,High
946,51,93590,19,High School,Unemployed,119,0,25,978,165,0.56,0.807,East,27,7505,4,2.43,1,0,High
947,56,33977,1,Master,Unemployed,37,0,172,359,256,0.98,0.146,South,37,6276,4,3.79,0,1,High
948,42,115568,7,High School,Unemployed,120,8,133,245,244,0.96,0.57,South,31,9827,3,3.73,0,1,High
949,58,73967,22,Master,Employed,41,9,7,375,24,0.83,0.532,North,41,14906,1,9.69,0,1,High
950,26,99072,34,Doctorate,Unemployed,101,4,74,764,202,0.76,0.494,West,32,4510,3,3.76,1,1,Low
951,40,40070,10,Bachelor,Unemployed,85,2,124,665,132,0.7,0.121,West,31,7975,2,2.55,0,1,High
952,35,107473,26,High School,Unemployed,31,9,144,766,215,0.55,0.588,South,22,11950,4,4.69,0,0,High
953,47,46500,32,Master,Employed,179,8,165,378,116,0.96,0.675,East,41,7320,4,5.32,1,0,High
954,25,130987,27,Master,Employed,121,9,168,612,29,0.6,0.839,North,57,18694,3,9.01,1,0,Low
955,46,140475,12,High School,Unemployed,166,8,142,431,255,0.68,0.799,North,33,12796,3,7.58,0,1,Low
956,63,35011,23,Bachelor,Employed,113,5,82,707,245,0.59,0.294,East,55,15010,1,5.92,0,0,Low
957,46,73039,14,Doctorate,Employed,77,4,82,75,214,0.63,0.939,West,28,12482,3,5.55,1,0,High
958,39,33896,34,High School,Employed,170,0,73,520,106,0.7,0.173,West,23,8384,2,1.46,0,1,High
959,61,120335,17,Master,Employed,183,5,27,776,254,0.85,0.596,West,20,7513,2,2.14,0,1,Low
960,29,105118,6,Doctorate,Unemployed,146,4,152,100,220,0.91,0.3,North,23,10559,2,1.66,1,1,High
961,60,144595,27,Bachelor,Unemployed,47,8,78,239,111,0.53,0.714,West,35,6610,2,9.75,1,0,Low
962,61,64958,8,Doctorate,Unemployed,89,6,162,438,281,0.91,0.832,East,46,16440,3,9.06,1,1,High
963,35,66912,33,Master,Employed,35,2,79,187,286,0.9,0.832,West,41,9806,4,5.59,0,1,High
964,53,25814,35,Master,Unemployed,52,4,36,480,14,0.57,0.34,South,21,9320,2,2.02,1,0,High
965,59,100276,17,Doctorate,Unemployed,190,5,154,89,235,0.64,0.468,North,44,16161,4,9.97,0,0,High
966,54,49719,26,Bachelor,Employed,36,1,4,772,59,0.54,0.425,East,35,2591,4,3.27,1,1,Low
967,44,126081,7,Doctorate,Employed,20,6,186,889,92,0.74,0.182,West,53,3119,1,7.06,1,1,High
968,36,45150,24,Bachelor,Unemployed,116,8,87,832,36,0.98,0.819,East,47,7107,4,2.42,1,1,High
969,54,95494,25,Doctorate,Unemployed,163,9,193,452,52,0.94,0.412,East,41,12193,3,8.62,0,1,High
970,46,28825,35,Doctorate,Unemployed,87,8,103,885,287,0.94,0.478,East,29,9787,2,4.87,1,0,High
971,38,75368,26,Bachelor,Employed,66,4,112,916,80,0.56,0.712,West,23,18399,4,8.89,1,1,High
972,54,39800,5,Master,Unemployed,10,7,56,214,36,0.95,0.664,North,31,4200,2,5.7,0,0,High
973,23,100535,38,Doctorate,Employed,20,8,188,253,107,0.51,0.853,West,55,6539,1,3.13,0,0,High
974,35,111390,35,Master,Employed,167,5,126,848,296,0.88,0.496,North,41,9737,1,2.52,0,0,High
975,61,136268,30,High School,Unemployed,97,3,117,897,187,0.65,0.9,East,45,1735,4,1.92,1,0,High
976,61,117851,25,Bachelor,Unemployed,141,3,59,537,112,0.75,0.99,West,38,17674,3,2.98,0,0,High
977,60,130076,24,Master,Employed,95,2,191,390,182,0.87,0.417,North,50,16352,3,7.63,1,1,Low
